desc_1,desc_2,desc_3,desc_4,desc_5,desc_6,desc_7,desc_8,desc_9,desc_10,pres_1,pres_2,pres_3,pres_4,pres_5,pres_6,pres_7,pres_8,pres_9,pres_10,black_1,black_2,black_3,black_4,trans_1,trans_2,trans_3,trans_4,fat_1,fat_2,fat_3,fat_4,police_1,police_2,police_3,police_4,lawyers_1,lawyers_2,lawyers_3,lawyers_4,business_1,business_2,business_3,business_4,prostitutes_1,prostitutes_2,prostitutes_3,prostitutes_4,dealers_1,dealers_2,dealers_3,dealers_4,blind_1,blind_2,blind_3,blind_4,deaf_1,deaf_2,deaf_3,deaf_4,therm_1,therm_2,therm_3,therm_4,therm_5,therm_6,therm_7,therm_8,therm_9,therm_10,pc_1,pc_2,pc_3,pc_4,pc_5,pc_6,age,gender,race,conservative,democrat
80,56,62,81,71,42,71,100,6,5,69,65,43,51,55,46,46,78,8,15,1,4,3,2,2,2,1,1,2,4,2,1,2,1,1,1,1,5,3,2,2,3,2,2,2,4,3,1,1,5,2,2,1,1,1,1,2,2,2,2,76,66,72,100,53,60,13,0,100,100,20,19,20,19,19,18,38,female,white,4,4
35,35,40,30,10,5,70,80,5,5,5,5,5,5,5,5,20,100,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,46,67,53,92,78,94,67,0,100,100,21,19,19,20,20,20,49,M,White,3,5
20,25,68,21,100,35,52,71,0,1,32,49,92,40,74,90,93,82,1,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,100,100,100,100,100,100,100,100,100,100,20,17,19,17,18,19,27,female,white ,3,6
60,38,30,40,28,17,53,81,24,20,0,13,23,20,10,1,100,100,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,49,43,47,48,46,50,25,34,46,52,16,16,16,16,16,16,25,male ,black,4,4
30,32,15,21,35,15,65,85,5,5,30,30,13,12,31,12,40,77,3,3,6,5,5,5,6,4,4,4,5,5,4,4,4,2,2,2,5,3,3,3,6,5,5,5,4,3,3,4,7,6,6,6,6,4,4,4,4,4,4,4,81,82,72,83,84,82,27,4,81,83,21,20,21,18,20,20,36,male,white,6,3
33,46,40,52,100,24,36,10,54,41,71,74,46,6,69,57,85,100,23,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,7,7,7,5,6,6,6,5,6,6,6,5,5,6,6,5,5,6,6,18,16,18,17,15,20,16,29,16,33,19,20,20,20,20,19,25,male,asian,2,5
23,62,15,50,70,60,76,70,6,7,74,76,71,54,100,32,93,91,5,9,6,6,6,6,6,6,6,6,5,4,5,4,4,4,4,4,6,6,6,6,7,5,5,5,4,3,3,3,6,6,6,6,5,5,5,5,6,4,4,4,90,79,97,75,42,62,90,18,94,94,20,17,18,19,19,18,39,Male,White,5,3
61,67,78,51,21,32,41,86,0,0,0,0,31,0,0,0,68,87,0,0,6,6,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,7,7,6,6,97,55,62,34,56,52,17,18,100,100,18,18,18,18,18,18,32,male,black,2,6
45,35,35,45,24,25,20,86,9,9,15,30,2,25,8,10,25,90,3,2,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,4,3,3,3,68,85,86,69,68,91,51,0,99,98,18,18,18,18,18,18,24,Female,Southeast Asian,4,4
95,100,100,65,100,15,50,100,39,80,20,40,60,20,100,5,60,65,10,10,7,7,7,7,7,7,5,5,7,4,5,5,7,2,2,2,7,7,7,7,7,5,2,2,5,3,2,1,7,7,1,1,7,5,5,2,7,7,7,7,1,1,71,100,1,61,83,1,100,100,21,20,21,20,21,21,36,Male,American,6,2
10,24,31,35,16,21,26,63,2,5,3,19,26,17,10,13,20,57,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,5,6,6,6,52,53,53,53,53,13,54,44,52,53,20,16,18,18,19,20,19,"Male, I guess.",Hispanic,2,4
30,36,50,29,71,39,81,75,8,12,1,4,5,38,35,38,54,63,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,5,5,5,5,5,5,5,5,49,49,46,38,46,31,30,32,49,52,20,17,19,18,19,19,25,female,caucasian,3,5
6,52,20,2,33,8,70,94,2,1,5,64,17,3,16,5,84,73,4,3,6,6,6,6,5,6,6,5,6,5,5,5,3,3,3,3,6,7,7,7,5,5,5,5,5,5,5,5,7,7,7,7,4,5,5,4,4,5,5,5,94,19,85,100,35,85,39,8,100,100,19,18,18,20,18,20,51,Male,White/Caucasion,6,6
71,70,73,64,97,62,73,94,1,1,10,10,2,15,50,74,10,99,0,0,4,7,7,7,5,5,5,5,5,5,5,5,3,3,3,3,6,6,6,6,5,5,5,5,4,4,4,4,6,6,6,6,6,6,6,6,5,5,5,5,54,53,51,42,25,26,52,15,50,54,18,15,16,18,18,18,35,Female,White,1,7
48,61,75,67,68,10,66,89,1,0,0,37,44,45,57,0,100,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,16,18,100,100,0,0,21,21,21,21,21,21,34,female,white,3,5
35,60,20,50,60,23,65,75,8,6,30,35,5,21,52,15,80,90,3,3,3,4,1,1,2,3,6,5,2,3,1,1,3,4,2,3,5,6,5,5,2,4,3,3,6,6,3,4,2,4,2,2,2,5,6,5,1,3,4,3,94,94,100,32,79,84,5,23,100,100,21,16,20,17,19,19,40,Male,White / Caucasian,4,5
30,10,20,30,40,20,40,80,2,2,0,0,0,10,10,10,10,80,0,0,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,4,4,4,4,6,6,6,6,6,6,6,6,5,5,5,5,86,87,79,80,70,70,53,14,100,100,20,16,17,17,17,18,48,Male,Caucasian,3,5
75,68,69,52,91,42,71,92,52,55,7,18,38,8,90,12,95,94,17,19,3,3,3,3,3,3,3,3,6,5,6,6,4,4,4,4,4,4,4,4,4,3,2,2,3,2,3,3,2,1,2,2,2,1,1,1,4,3,2,2,89,55,55,79,24,39,1,0,100,100,19,20,20,19,19,19,70,Male,Caucasian,6,2
61,42,21,20,38,30,38,37,2,1,20,20,5,15,10,20,15,19,0,0,6,6,1,1,5,5,1,1,5,4,1,1,2,2,1,1,6,6,1,1,6,6,2,2,4,4,1,1,4,4,1,1,5,5,1,1,4,4,1,1,100,95,100,97,72,71,96,54,100,100,18,18,18,17,17,19,40,Male,Caucasian,2,6
10,10,20,3,50,10,30,90,1,1,1,0,0,0,0,1,30,100,0,0,2,1,5,6,2,1,4,4,1,1,4,4,2,1,4,6,6,6,7,7,6,2,5,6,1,1,6,6,6,7,7,6,1,1,5,6,2,1,1,1,0,94,0,97,12,38,7,0,0,5,20,16,16,18,15,18,34,FEMALE,White,3,6
20,60,65,50,50,15,70,85,10,10,0,20,25,10,40,0,80,95,0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,100,51,88,92,52,90,0,0,100,100,21,20,20,19,21,20,50,female,caucasian,6,3
20,20,19,19,30,13,19,12,19,29,8,4,10,41,5,31,27,4,5,4,5,4,5,5,5,4,4,4,5,6,5,5,4,4,3,3,3,4,3,3,3,4,4,4,5,4,5,5,5,5,4,5,1,4,3,4,2,4,3,3,76,78,61,40,26,67,39,25,76,77,17,17,18,19,18,19,25,male,asian,3,5
16,4,6,9,26,1,8,1,83,81,13,3,28,18,47,55,1,1,85,90,5,6,6,3,6,6,7,6,6,7,6,6,2,3,2,2,5,6,6,6,6,6,6,5,7,7,7,7,7,7,7,7,4,5,5,6,6,7,6,6,48,0,25,36,68,100,0,0,84,78,20,18,18,19,19,18,29,male,white,4,5
70,75,60,20,80,70,40,50,10,10,10,15,10,40,80,70,85,90,10,10,6,5,5,6,5,6,6,6,5,5,4,5,4,3,3,3,5,4,4,4,4,4,3,3,5,4,4,5,4,5,4,5,4,3,3,3,5,6,6,6,50,14,55,95,56,74,76,16,98,96,21,19,21,21,21,21,27,Male,Caucasian,7,1
30,30,30,15,40,20,85,85,0,1,0,0,20,5,20,0,90,100,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,6,6,6,6,37,35,36,92,53,86,0,0,54,53,19,18,17,17,19,19,55,Male,My race is white,4,4
38,32,23,32,74,35,88,100,14,6,1,6,1,5,66,7,49,100,2,1,2,2,1,2,5,4,4,4,6,6,5,5,2,3,3,2,6,4,5,4,5,5,5,5,5,4,5,6,3,3,3,3,1,1,1,1,1,1,1,1,78,47,47,79,44,47,19,3,82,83,19,19,18,17,18,17,35,Male,White,5,3
80,70,91,27,45,14,90,62,27,36,88,59,72,49,39,44,67,77,38,42,4,3,3,3,5,5,6,6,3,2,2,2,2,1,1,1,3,3,3,3,4,4,3,3,5,4,4,4,4,3,3,3,1,2,2,2,1,1,1,1,78,38,81,84,42,68,1,1,90,90,20,20,20,18,19,20,57,womqn,white,4,4
4,24,17,5,17,4,91,97,6,4,1,12,5,1,4,1,85,95,1,1,4,3,3,3,4,5,4,3,3,3,3,3,3,3,2,2,4,4,3,3,4,5,4,4,4,6,3,3,5,5,3,3,4,3,3,3,4,3,3,3,95,56,87,95,89,83,29,0,97,95,18,17,18,17,18,18,31,female,caucasian,3,5
35,20,30,39,5,15,10,30,1,1,4,5,5,10,2,1,4,15,0,0,5,2,2,1,3,2,4,2,5,6,4,4,1,1,2,2,6,5,6,5,4,1,3,1,6,6,6,5,6,6,7,7,5,3,5,3,5,1,1,1,95,70,78,85,66,100,72,60,100,100,15,15,17,17,19,18,30,male,white,4,5
3,40,20,67,31,23,80,90,3,3,2,17,18,48,47,13,95,87,2,1,1,1,2,2,2,5,4,4,1,3,3,3,3,5,4,4,3,4,3,4,4,4,3,5,3,4,4,4,2,2,2,3,1,2,3,4,1,1,2,3,100,100,56,33,43,22,39,27,100,100,15,15,15,15,15,15,29,female,Caucasian,1,7
43,37,14,21,15,0,72,92,0,0,16,15,8,1,10,3,53,86,8,0,7,7,7,7,7,7,1,1,6,7,7,7,4,7,4,4,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,1,7,1,1,1,7,1,1,18,100,100,99,70,82,16,0,100,100,18,20,18,18,18,19,27,male,white,1,7
20,70,40,20,30,5,60,95,10,10,5,40,40,5,10,1,70,100,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,100,56,89,100,66,54,7,100,100,15,15,15,15,15,15,27,Female,Caucasian,1,7
20,30,60,50,30,50,49,90,5,10,37,35,60,50,90,80,60,95,5,5,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,3,3,4,4,3,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,3,3,3,3,71,71,42,74,72,69,68,3,71,71,21,18,17,17,21,20,22,Female,Caucasian,1,6
40,40,40,40,20,25,40,70,5,5,20,6,30,70,10,20,5,60,0,0,5,4,4,4,5,3,3,4,4,4,4,4,4,5,3,3,4,4,4,4,4,5,4,4,3,3,3,3,3,3,3,3,5,6,6,6,4,4,4,4,51,53,50,39,56,48,43,34,55,54,21,18,19,19,21,20,32,male,white,1,7
45,80,81,51,85,54,50,80,5,3,36,49,59,37,94,41,71,92,0,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,51,52,52,51,51,52,51,52,52,52,21,18,21,21,21,21,65,male,white,4,4
1,99,99,6,90,1,99,30,1,1,0,99,12,55,99,60,99,99,0,0,7,5,5,5,7,7,7,7,7,5,6,5,5,2,2,2,7,6,6,6,2,1,1,2,7,7,7,7,7,7,2,2,7,5,4,3,7,2,3,2,41,40,46,89,29,90,1,0,93,91,20,18,21,19,20,21,55,Male,Mixed,5,4
50,100,70,40,100,58,100,100,20,20,0,78,5,0,70,60,100,100,0,0,6,5,5,5,7,7,7,7,5,5,5,5,2,2,2,2,7,7,7,7,5,7,6,6,7,7,7,7,7,7,7,7,2,3,2,2,3,4,4,4,65,2,72,100,24,43,2,0,74,76,20,20,20,20,20,20,61,Female,White/Caucasian,7,1
90,86,86,30,25,30,85,45,40,40,0,0,0,100,25,75,0,25,0,0,7,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,6,6,6,6,4,4,4,4,7,7,7,7,3,4,4,4,7,7,7,7,7,7,7,7,100,100,100,0,52,10,100,52,100,100,16,15,15,15,15,15,34,Female,Black / African American,1,5
18,80,50,25,16,8,39,85,1,1,13,26,23,12,13,19,33,72,0,0,7,7,7,7,7,7,7,7,7,5,5,5,5,5,4,4,7,5,5,5,4,4,4,4,7,7,7,7,6,4,4,4,1,1,1,1,1,1,1,1,52,0,14,51,52,51,22,22,100,100,21,15,21,15,21,21,37,male,white,5,3
86,65,78,36,45,35,71,53,4,4,20,52,7,70,65,60,23,71,2,4,3,3,3,3,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,72,26,62,7,5,3,46,6,81,4,19,18,18,16,17,18,34,female,black,2,6
42,61,50,38,52,37,56,70,8,13,36,37,50,41,71,69,57,71,3,3,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,7,7,7,7,100,100,84,53,53,11,59,17,100,100,21,16,15,15,16,16,25,Male,Caucasian/European American,1,4
20,30,10,50,80,80,100,100,5,5,20,50,50,40,100,90,100,100,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,92,74,82,92,54,54,0,0,97,97,21,19,21,19,19,21,51,Female,White-Non Hispanic,4,3
